question,language,slug,topic,strategy,answer_relevancy,faithfulness,context_precision,context_recall,qid
Which two missile development projects did Kalam direct in the 1970s?,en,a_p_j_abdul_kalam,A. P. J. Abdul Kalam,semantic,0.42684656381607056,1.0,0.33,1.0,223
"Which two moons are larger than the smallest planet Mercury, and which planets do they orbit?",en,solar_system,Solar System,fixed,0.7621989846229553,1.0,0.33,1.0,224
"Which two moons are larger than the smallest planet Mercury, and which planets do they orbit?",en,solar_system,Solar System,recursive,0.6222243309020996,1.0,0.67,1.0,224
"Which two moons are larger than the smallest planet Mercury, and which planets do they orbit?",en,solar_system,Solar System,semantic,0.7207310199737549,1.0,0.33,1.0,224
Which two planets are the only ones that orbit within the Sun's habitable zone?,en,solar_system,Solar System,fixed,0.47369733452796936,1.0,0.33,1.0,225
Which two planets are the only ones that orbit within the Sun's habitable zone?,en,solar_system,Solar System,recursive,0.47369733452796936,1.0,0.33,1.0,225
Which two planets are the only ones that orbit within the Sun's habitable zone?,en,solar_system,Solar System,semantic,0.47369733452796936,1.0,0.33,1.0,225
Which two prominent Chola kings are mentioned in Sangam literature?,en,chola_dynasty,Chola dynasty,fixed,0.3082915246486664,1.0,0.33,1.0,226
Which two prominent Chola kings are mentioned in Sangam literature?,en,chola_dynasty,Chola dynasty,recursive,0.3082915246486664,1.0,0.33,1.0,226
Which two prominent Chola kings are mentioned in Sangam literature?,en,chola_dynasty,Chola dynasty,semantic,0.3082915246486664,1.0,0.33,1.0,226
"Who assassinated Gandhi, and where did the assassination take place?",en,mahatma_gandhi,Mahatma Gandhi,fixed,0.6852573156356812,1.0,0.67,1.0,227
"Who assassinated Gandhi, and where did the assassination take place?",en,mahatma_gandhi,Mahatma Gandhi,recursive,0.7489621639251709,1.0,1.0,1.0,227
"Who assassinated Gandhi, and where did the assassination take place?",en,mahatma_gandhi,Mahatma Gandhi,semantic,0.6805433630943298,1.0,1.0,1.0,227
Who was Raman's famous Nobel laureate nephew?,en,c_v_raman,C. V. Raman,fixed,0.3640614151954651,1.0,0.67,1.0,230
Who was Raman's famous Nobel laureate nephew?,en,c_v_raman,C. V. Raman,recursive,0.3640614151954651,1.0,0.6667,1.0,230
Who was Raman's famous Nobel laureate nephew?,en,c_v_raman,C. V. Raman,semantic,0.3640614151954651,1.0,0.6667,1.0,230
Who was the first European to reach India via the Atlantic Ocean and in which year did this occur?,en,indian_independence_movement,Indian independence movement,fixed,0.31813138723373413,1.0,0.33,1.0,232
Who was the first European to reach India via the Atlantic Ocean and in which year did this occur?,en,indian_independence_movement,Indian independence movement,recursive,0.728193998336792,1.0,0.33,1.0,232
Who was the first European to reach India via the Atlantic Ocean and in which year did this occur?,en,indian_independence_movement,Indian independence movement,semantic,0.7142255306243896,1.0,0.33,1.0,232
"""சோழ நாடு சோறுடைத்து"" என்ற சொற்றொடர் எதைக் குறிக்கிறது?",ta,chola_dynasty,Chola dynasty,fixed,0.7177658081054688,1.0,0.33,1.0,0
"""சோழ நாடு சோறுடைத்து"" என்ற சொற்றொடர் எதைக் குறிக்கிறது?",ta,chola_dynasty,Chola dynasty,recursive,0.7106969356536865,0.75,0.33,1.0,0
"""சோழ நாடு சோறுடைத்து"" என்ற சொற்றொடர் எதைக் குறிக்கிறது?",ta,chola_dynasty,Chola dynasty,semantic,0.7470970749855042,1.0,0.33,1.0,0
10-12 ஆம் நூற்றாண்டுகளில் சோழரின் நிலை எப்படியிருந்தது?,ta,chola_dynasty,Chola dynasty,fixed,0.6992617845535278,1.0,0.67,1.0,1
10-12 ஆம் நூற்றாண்டுகளில் சோழரின் நிலை எப்படியிருந்தது?,ta,chola_dynasty,Chola dynasty,recursive,0.7539199590682983,1.0,0.67,1.0,1
10-12 ஆம் நூற்றாண்டுகளில் சோழரின் நிலை எப்படியிருந்தது?,ta,chola_dynasty,Chola dynasty,semantic,0.6769582033157349,1.0,1.0,1.0,1
1926ல் ராமன் நிறுவிய அறிவியல் இதழின் பெயர் என்ன?,ta,c_v_raman,C. V. Raman,fixed,0.5730727314949036,1.0,0.33,1.0,2
1926ல் ராமன் நிறுவிய அறிவியல் இதழின் பெயர் என்ன?,ta,c_v_raman,C. V. Raman,recursive,0.7676469683647156,1.0,0.6667,1.0,2
1926ல் ராமன் நிறுவிய அறிவியல் இதழின் பெயர் என்ன?,ta,c_v_raman,C. V. Raman,semantic,0.7731298804283142,1.0,0.33,1.0,2
1932 ஆம் ஆண்டு பரத நாட்டியத்தின் புதிய பெயரை முன்மொழிந்தோர் யார்?,ta,bharatanatyam,Bharatanatyam,fixed,0.749968945980072,1.0,0.33,1.0,3
1932 ஆம் ஆண்டு பரத நாட்டியத்தின் புதிய பெயரை முன்மொழிந்தோர் யார்?,ta,bharatanatyam,Bharatanatyam,recursive,0.7608097195625305,1.0,0.67,1.0,3
1932 ஆம் ஆண்டு பரத நாட்டியத்தின் புதிய பெயரை முன்மொழிந்தோர் யார்?,ta,bharatanatyam,Bharatanatyam,semantic,0.2315070629119873,0.0,0.3333333333,1.0,3
1996 க்கு முன்னர் சென்னை என்ன பெயர்களில் அழைக்கப்பட்டது?,ta,chennai,Chennai,fixed,0.6970665454864502,1.0,0.67,1.0,4
1996 க்கு முன்னர் சென்னை என்ன பெயர்களில் அழைக்கப்பட்டது?,ta,chennai,Chennai,recursive,0.7195058465003967,0.8,1.0,1.0,4
1996 க்கு முன்னர் சென்னை என்ன பெயர்களில் அழைக்கப்பட்டது?,ta,chennai,Chennai,semantic,0.6960713863372803,1.0,1.0,0.67,4
"According to the 1997 data, how many people worldwide spoke Tamil as a first language?",ta,tamil_language,Tamil language,fixed,0.872262179851532,1.0,0.33,1.0,5
"According to the 1997 data, how many people worldwide spoke Tamil as a first language?",ta,tamil_language,Tamil language,recursive,0.8700978755950928,1.0,0.67,1.0,5
"According to the 1997 data, how many people worldwide spoke Tamil as a first language?",ta,tamil_language,Tamil language,semantic,0.687715470790863,1.0,0.33,1.0,5
"According to the International Astronomical Union, what does the Solar System include?",ta,solar_system,Solar System,fixed,0.6821572184562683,1.0,0.33,1.0,7
"According to the International Astronomical Union, what does the Solar System include?",ta,solar_system,Solar System,recursive,0.6637182831764221,1.0,0.33,1.0,7
"According to the International Astronomical Union, what does the Solar System include?",ta,solar_system,Solar System,semantic,0.6348638534545898,1.0,0.33,0.67,7
Approximately how many people live in the drainage basin of the Himalayan rivers?,ta,himalayas,Himalayas,fixed,0.5378322601318359,1.0,0.33,1.0,13
Approximately how many people live in the drainage basin of the Himalayan rivers?,ta,himalayas,Himalayas,recursive,0.5727930068969727,1.0,0.33,1.0,13
Approximately how many people live in the drainage basin of the Himalayan rivers?,ta,himalayas,Himalayas,semantic,0.5427348613739014,1.0,0.3333333333,1.0,13
Approximately how many plant species are found in the Western Ghats?,ta,western_ghats,Western Ghats,fixed,0.5618613362312317,1.0,0.67,1.0,14
Approximately how many plant species are found in the Western Ghats?,ta,western_ghats,Western Ghats,recursive,0.552399754524231,0.8,0.6666666667,1.0,14
Approximately how many plant species are found in the Western Ghats?,ta,western_ghats,Western Ghats,semantic,0.8859583139419556,1.0,0.33,1.0,14
Approximately what percentage of Tamil Nadu's area is covered by forests?,ta,tamil_nadu,Tamil Nadu,fixed,0.40856224298477173,1.0,0.6666666667,1.0,16
Approximately what percentage of Tamil Nadu's area is covered by forests?,ta,tamil_nadu,Tamil Nadu,recursive,0.8201514482498169,1.0,1.0,1.0,16
Approximately what percentage of Tamil Nadu's area is covered by forests?,ta,tamil_nadu,Tamil Nadu,semantic,0.8201514482498169,1.0,0.33,1.0,16
At what age did Gandhi lose his father?,ta,mahatma_gandhi,Mahatma Gandhi,fixed,0.6425692439079285,1.0,0.33,1.0,19
At what age did Gandhi lose his father?,ta,mahatma_gandhi,Mahatma Gandhi,recursive,0.7733612060546875,1.0,0.33,1.0,19
At what age did Gandhi lose his father?,ta,mahatma_gandhi,Mahatma Gandhi,semantic,0.8708639740943909,1.0,0.33,1.0,19
At what age did Subramania Bharati get married and what was his wife's name?,ta,subramania_bharati,Subramania Bharati,fixed,0.5458575487136841,1.0,0.33,1.0,20
At what age did Subramania Bharati get married and what was his wife's name?,ta,subramania_bharati,Subramania Bharati,recursive,0.6145559549331665,0.5,0.33,1.0,20
At what age did Subramania Bharati get married and what was his wife's name?,ta,subramania_bharati,Subramania Bharati,semantic,0.7712259292602539,0.0,0.33,1.0,20
At what altitude is the snow line of the Himalayas located?,ta,himalayas,Himalayas,fixed,0.2865285873413086,1.0,0.0,0.0,23
At what altitude is the snow line of the Himalayas located?,ta,himalayas,Himalayas,recursive,0.2865285873413086,1.0,0.0,0.0,23
At what altitude is the snow line of the Himalayas located?,ta,himalayas,Himalayas,semantic,0.7973518967628479,1.0,0.25,1.0,23
"At what rate does the Indian‑Australian tectonic plate move, and how far is it expected to travel in the next ten million years?",ta,himalayas,Himalayas,fixed,0.6763871908187866,1.0,0.33,1.0,25
"At what rate does the Indian‑Australian tectonic plate move, and how far is it expected to travel in the next ten million years?",ta,himalayas,Himalayas,recursive,0.8586583137512207,1.0,0.33,1.0,25
"At what rate does the Indian‑Australian tectonic plate move, and how far is it expected to travel in the next ten million years?",ta,himalayas,Himalayas,semantic,0.6844088435173035,1.0,0.3333333333,1.0,25
From which political party did M. G. Ramachandran first enter politics?,ta,m_g_ramachandran,M. G. Ramachandran,fixed,0.8316662311553955,1.0,0.6667,1.0,34
From which political party did M. G. Ramachandran first enter politics?,ta,m_g_ramachandran,M. G. Ramachandran,recursive,0.8316662311553955,1.0,0.33,1.0,34
From which political party did M. G. Ramachandran first enter politics?,ta,m_g_ramachandran,M. G. Ramachandran,semantic,0.5973870754241943,1.0,0.33,1.0,34
How are the Himalayas described in terms of size and height worldwide?,ta,himalayas,Himalayas,fixed,0.6872275471687317,1.0,0.6667,1.0,35
How are the Himalayas described in terms of size and height worldwide?,ta,himalayas,Himalayas,recursive,0.7142652273178101,1.0,0.67,1.0,35
How are the Himalayas described in terms of size and height worldwide?,ta,himalayas,Himalayas,semantic,0.6146857738494873,1.0,0.33,1.0,35
How does Tamil Nadu rank among Indian states by area?,ta,tamil_nadu,Tamil Nadu,fixed,0.6599264144897461,1.0,0.67,1.0,36
How does Tamil Nadu rank among Indian states by area?,ta,tamil_nadu,Tamil Nadu,recursive,0.8237885236740112,1.0,0.6667,1.0,36
How does Tamil Nadu rank among Indian states by area?,ta,tamil_nadu,Tamil Nadu,semantic,0.7641744613647461,1.0,0.6667,1.0,36
How is Mohandas Karamchand Gandhi affectionately addressed?,ta,mahatma_gandhi,Mahatma Gandhi,fixed,0.7594195604324341,1.0,0.67,1.0,38
How is Mohandas Karamchand Gandhi affectionately addressed?,ta,mahatma_gandhi,Mahatma Gandhi,recursive,0.6422601938247681,1.0,0.33,1.0,38
How is Mohandas Karamchand Gandhi affectionately addressed?,ta,mahatma_gandhi,Mahatma Gandhi,semantic,0.7594195604324341,1.0,0.67,1.0,38
How many UNESCO World Heritage Sites are located in Tamil Nadu?,ta,tamil_nadu,Tamil Nadu,fixed,0.23287099599838257,0.0,0.6667,1.0,42
How many UNESCO World Heritage Sites are located in Tamil Nadu?,ta,tamil_nadu,Tamil Nadu,recursive,0.5537689328193665,1.0,1.0,1.0,42
How many UNESCO World Heritage Sites are located in Tamil Nadu?,ta,tamil_nadu,Tamil Nadu,semantic,0.5527433156967163,1.0,0.6667,1.0,42
How many acres does the Madurai Meenakshi Sundareswarar Temple occupy?,ta,meenakshi_amman_temple,Meenakshi Amman Temple,fixed,0.4796906113624573,1.0,0.33,1.0,44
How many acres does the Madurai Meenakshi Sundareswarar Temple occupy?,ta,meenakshi_amman_temple,Meenakshi Amman Temple,recursive,0.4491603374481201,1.0,0.33,1.0,44
How many acres does the Madurai Meenakshi Sundareswarar Temple occupy?,ta,meenakshi_amman_temple,Meenakshi Amman Temple,semantic,0.49500173330307007,1.0,0.3333333333,1.0,44
"How many moons does Jupiter have, and which is the largest?",ta,solar_system,Solar System,fixed,0.7415620684623718,1.0,0.3333333333,0.0,45
"How many moons does Jupiter have, and which is the largest?",ta,solar_system,Solar System,recursive,0.7534557580947876,1.0,0.6667,1.0,45
"How many moons does Jupiter have, and which is the largest?",ta,solar_system,Solar System,semantic,0.4849853217601776,1.0,0.6667,1.0,45
"How many of the roughly 100,000 Indian inscriptions are found in Tamil Nadu, and what percentage of them are in Tamil?",ta,tamil_language,Tamil language,fixed,0.8354644775390625,1.0,0.33,1.0,46
"How many of the roughly 100,000 Indian inscriptions are found in Tamil Nadu, and what percentage of them are in Tamil?",ta,tamil_language,Tamil language,recursive,0.6313309669494629,1.0,0.6666666667,1.0,46
"How many of the roughly 100,000 Indian inscriptions are found in Tamil Nadu, and what percentage of them are in Tamil?",ta,tamil_language,Tamil language,semantic,0.6005606055259705,1.0,0.6667,1.0,46
How many times did M. G. Ramachandran serve as Chief Minister of Tamil Nadu?,ta,m_g_ramachandran,M. G. Ramachandran,fixed,0.8559982776641846,1.0,0.3333333333,1.0,48
How many times did M. G. Ramachandran serve as Chief Minister of Tamil Nadu?,ta,m_g_ramachandran,M. G. Ramachandran,recursive,0.6833901405334473,1.0,0.33,1.0,48
How many times did M. G. Ramachandran serve as Chief Minister of Tamil Nadu?,ta,m_g_ramachandran,M. G. Ramachandran,semantic,0.8559982776641846,1.0,0.33,1.0,48
How many vimanas does the temple have and what are they called?,ta,meenakshi_amman_temple,Meenakshi Amman Temple,fixed,0.20769889652729034,0.0,0.33,0.5,49
How many vimanas does the temple have and what are they called?,ta,meenakshi_amman_temple,Meenakshi Amman Temple,recursive,0.20769889652729034,1.0,0.0,0.0,49
How many vimanas does the temple have and what are they called?,ta,meenakshi_amman_temple,Meenakshi Amman Temple,semantic,0.20769889652729034,1.0,0.0,0.0,49
"How many years ago did the Solar System form, and what caused its formation?",ta,solar_system,Solar System,fixed,0.7694039940834045,1.0,0.33,1.0,50
"How many years ago did the Solar System form, and what caused its formation?",ta,solar_system,Solar System,recursive,0.7954009771347046,1.0,0.6667,1.0,50
"How many years ago did the Solar System form, and what caused its formation?",ta,solar_system,Solar System,semantic,0.7936602234840393,1.0,0.33,1.0,50
"In terms of contribution to India's Gross Domestic Product, what position does Tamil Nadu hold?",ta,tamil_nadu,Tamil Nadu,fixed,0.661426305770874,1.0,0.33,1.0,52
"In terms of contribution to India's Gross Domestic Product, what position does Tamil Nadu hold?",ta,tamil_nadu,Tamil Nadu,recursive,0.6433010101318359,1.0,0.33,1.0,52
"In terms of contribution to India's Gross Domestic Product, what position does Tamil Nadu hold?",ta,tamil_nadu,Tamil Nadu,semantic,0.8263103365898132,1.0,0.67,1.0,52
"In the 2017 Google survey, which Indian language was found to be used most on the internet?",ta,tamil_language,Tamil language,fixed,0.4208075702190399,1.0,0.33,1.0,53
"In the 2017 Google survey, which Indian language was found to be used most on the internet?",ta,tamil_language,Tamil language,recursive,0.3834781050682068,1.0,1.0,1.0,53
"In the 2017 Google survey, which Indian language was found to be used most on the internet?",ta,tamil_language,Tamil language,semantic,0.3834781050682068,1.0,0.33,1.0,53
In which South African city did Gandhi first employ satyagraha in 1906?,ta,mahatma_gandhi,Mahatma Gandhi,fixed,0.2094830870628357,1.0,0.0,0.0,60
In which South African city did Gandhi first employ satyagraha in 1906?,ta,mahatma_gandhi,Mahatma Gandhi,recursive,0.28257906436920166,1.0,0.33,1.0,60
In which South African city did Gandhi first employ satyagraha in 1906?,ta,mahatma_gandhi,Mahatma Gandhi,semantic,0.40966084599494934,1.0,0.3333333333,1.0,60
In which Sri Lankan locality was M. G. Ramachandran born?,ta,m_g_ramachandran,M. G. Ramachandran,fixed,0.8077811002731323,1.0,0.33,1.0,61
In which Sri Lankan locality was M. G. Ramachandran born?,ta,m_g_ramachandran,M. G. Ramachandran,recursive,0.28846287727355957,1.0,0.33,1.0,61
In which Sri Lankan locality was M. G. Ramachandran born?,ta,m_g_ramachandran,M. G. Ramachandran,semantic,0.2202976495027542,0.0,0.33,1.0,61
"In which year was the Vijayanagara Empire founded, and who were its founders?",ta,vijayanagara_empire,Vijayanagara Empire,fixed,0.4991839826107025,1.0,0.33,1.0,66
"In which year was the Vijayanagara Empire founded, and who were its founders?",ta,vijayanagara_empire,Vijayanagara Empire,recursive,0.48424652218818665,1.0,0.33,1.0,66
"In which year was the Vijayanagara Empire founded, and who were its founders?",ta,vijayanagara_empire,Vijayanagara Empire,semantic,0.44682180881500244,1.0,0.67,0.5,66
In which year was the first English trading factory established in Surat?,ta,indian_independence_movement,Indian independence movement,fixed,0.31335917115211487,1.0,0.33,1.0,68
In which year was the first English trading factory established in Surat?,ta,indian_independence_movement,Indian independence movement,recursive,0.28531312942504883,1.0,0.33,1.0,68
In which year was the first English trading factory established in Surat?,ta,indian_independence_movement,Indian independence movement,semantic,0.28531312942504883,1.0,0.33,1.0,68
List the five historical periods of Tamil language as classified by scholars.,ta,tamil_language,Tamil language,fixed,0.2562713027000427,1.0,0.3333333333,0.2,71
List the five historical periods of Tamil language as classified by scholars.,ta,tamil_language,Tamil language,recursive,0.4466913342475891,1.0,0.33,1.0,71
List the five historical periods of Tamil language as classified by scholars.,ta,tamil_language,Tamil language,semantic,0.2562713027000427,0.0,0.33,0.0,71
List three periodicals Subramania Bharati contributed to.,ta,subramania_bharati,Subramania Bharati,fixed,0.31182223558425903,1.0,0.33,0.0,72
List three periodicals Subramania Bharati contributed to.,ta,subramania_bharati,Subramania Bharati,recursive,0.34369587898254395,1.0,0.6667,1.0,72
List three periodicals Subramania Bharati contributed to.,ta,subramania_bharati,Subramania Bharati,semantic,0.18205314874649048,0.0,0.3333333333,0.3333333333,72
List three tributaries that flow in Karnataka.,ta,kaveri_river,Kaveri River,fixed,0.6109142303466797,1.0,0.67,0.0,73
List three tributaries that flow in Karnataka.,ta,kaveri_river,Kaveri River,recursive,0.4398236870765686,0.33,0.67,0.33,73
List three tributaries that flow in Karnataka.,ta,kaveri_river,Kaveri River,semantic,0.4220358729362488,0.67,0.33,0.33,73
Name the major rivers that originate in the Western Ghats and flow eastward to the Bay of Bengal.,ta,western_ghats,Western Ghats,fixed,0.18573379516601562,0.0,0.0,0.0,75
Name the major rivers that originate in the Western Ghats and flow eastward to the Bay of Bengal.,ta,western_ghats,Western Ghats,recursive,0.5139681100845337,1.0,0.33,1.0,75
Name the major rivers that originate in the Western Ghats and flow eastward to the Bay of Bengal.,ta,western_ghats,Western Ghats,semantic,0.18573379516601562,0.0,0.0,0.0,75
Name three European travelers who visited the Vijayanagara Empire.,ta,vijayanagara_empire,Vijayanagara Empire,fixed,0.3183858394622803,1.0,0.33,1.0,77
Name three European travelers who visited the Vijayanagara Empire.,ta,vijayanagara_empire,Vijayanagara Empire,recursive,0.31941625475883484,1.0,0.33,1.0,77
Name three European travelers who visited the Vijayanagara Empire.,ta,vijayanagara_empire,Vijayanagara Empire,semantic,0.3183858394622803,1.0,0.33,1.0,77
Name two countries where Tamil is spoken by a large population.,ta,tamil_language,Tamil language,fixed,0.6489942073822021,1.0,0.33,1.0,82
Name two countries where Tamil is spoken by a large population.,ta,tamil_language,Tamil language,recursive,0.5234240889549255,1.0,0.6667,1.0,82
Name two countries where Tamil is spoken by a large population.,ta,tamil_language,Tamil language,semantic,0.6716222763061523,1.0,0.33,1.0,82
Name two literary works authored by Subramania Bharati.,ta,subramania_bharati,Subramania Bharati,fixed,0.32299721240997314,1.0,0.33,1.0,83
Name two literary works authored by Subramania Bharati.,ta,subramania_bharati,Subramania Bharati,recursive,0.20531152188777924,0.0,0.3333333333,1.0,83
Name two literary works authored by Subramania Bharati.,ta,subramania_bharati,Subramania Bharati,semantic,0.26588159799575806,1.0,0.33,1.0,83
Name two states through which the Cauvery river flows.,ta,kaveri_river,Kaveri River,fixed,0.4718993306159973,1.0,0.6667,1.0,85
Name two states through which the Cauvery river flows.,ta,kaveri_river,Kaveri River,recursive,0.45953887701034546,1.0,0.67,1.0,85
Name two states through which the Cauvery river flows.,ta,kaveri_river,Kaveri River,semantic,0.4718993306159973,1.0,1.0,1.0,85
"On what date is the annual ""Aadipperukku"" festival celebrated?",ta,kaveri_river,Kaveri River,fixed,0.4839291274547577,1.0,0.6667,1.0,87
"On what date is the annual ""Aadipperukku"" festival celebrated?",ta,kaveri_river,Kaveri River,recursive,0.47856777906417847,1.0,1.0,1.0,87
"On what date is the annual ""Aadipperukku"" festival celebrated?",ta,kaveri_river,Kaveri River,semantic,0.4720529019832611,1.0,0.67,1.0,87
"On what date was the Constitution of India adopted, establishing the Republic of India?",ta,indian_independence_movement,Indian independence movement,fixed,0.7871639728546143,1.0,0.67,1.0,88
"On what date was the Constitution of India adopted, establishing the Republic of India?",ta,indian_independence_movement,Indian independence movement,recursive,0.6826974153518677,1.0,0.67,1.0,88
"On what date was the Constitution of India adopted, establishing the Republic of India?",ta,indian_independence_movement,Indian independence movement,semantic,0.7865539789199829,1.0,0.67,1.0,88
The temple is the primary shrine among how many Meenakshi Sundareswarar temples in Tamil Nadu?,ta,meenakshi_amman_temple,Meenakshi Amman Temple,fixed,0.4893466830253601,1.0,0.33,1.0,91
The temple is the primary shrine among how many Meenakshi Sundareswarar temples in Tamil Nadu?,ta,meenakshi_amman_temple,Meenakshi Amman Temple,recursive,0.48662304878234863,1.0,0.33,1.0,91
The temple is the primary shrine among how many Meenakshi Sundareswarar temples in Tamil Nadu?,ta,meenakshi_amman_temple,Meenakshi Amman Temple,semantic,0.38923555612564087,1.0,0.33,1.0,91
"To which language family does Tamil belong, and what is one of its sub‑families?",ta,tamil_language,Tamil language,fixed,0.7705799341201782,1.0,0.67,1.0,92
"To which language family does Tamil belong, and what is one of its sub‑families?",ta,tamil_language,Tamil language,recursive,0.7777496576309204,1.0,0.67,1.0,92
"To which language family does Tamil belong, and what is one of its sub‑families?",ta,tamil_language,Tamil language,semantic,0.7791930437088013,1.0,0.67,1.0,92
Under which ruler did the Vijayanagara Empire reach its zenith in the early 16th century?,ta,vijayanagara_empire,Vijayanagara Empire,fixed,0.569894552230835,1.0,0.33,1.0,93
Under which ruler did the Vijayanagara Empire reach its zenith in the early 16th century?,ta,vijayanagara_empire,Vijayanagara Empire,recursive,0.2893362045288086,1.0,0.6667,1.0,93
Under which ruler did the Vijayanagara Empire reach its zenith in the early 16th century?,ta,vijayanagara_empire,Vijayanagara Empire,semantic,0.8114941120147705,1.0,0.67,1.0,93
What are the birth and death dates of M. G. Ramachandran?,ta,m_g_ramachandran,M. G. Ramachandran,fixed,0.7825131416320801,1.0,0.33,1.0,97
What are the birth and death dates of M. G. Ramachandran?,ta,m_g_ramachandran,M. G. Ramachandran,recursive,0.7825131416320801,1.0,0.33,1.0,97
What are the birth and death dates of M. G. Ramachandran?,ta,m_g_ramachandran,M. G. Ramachandran,semantic,0.6525684595108032,1.0,0.33,1.0,97
"What are the four inner planets called, and what are they primarily composed of?",ta,solar_system,Solar System,fixed,0.7331423759460449,1.0,0.6667,1.0,98
"What are the four inner planets called, and what are they primarily composed of?",ta,solar_system,Solar System,recursive,0.6893515586853027,1.0,0.6667,1.0,98
"What are the four inner planets called, and what are they primarily composed of?",ta,solar_system,Solar System,semantic,0.7134906053543091,1.0,0.33,1.0,98
What are the names of the two waterfalls mentioned in the article?,ta,kaveri_river,Kaveri River,fixed,0.6355934143066406,1.0,0.33,1.0,100
What are the names of the two waterfalls mentioned in the article?,ta,kaveri_river,Kaveri River,recursive,0.47567814588546753,1.0,0.3333333333333333,0.5,100
What are the names of the two waterfalls mentioned in the article?,ta,kaveri_river,Kaveri River,semantic,0.3514083921909332,1.0,0.0,0.0,100
"What does the name ""Tamil Nadu"" mean in Tamil?",ta,tamil_nadu,Tamil Nadu,fixed,0.5873470306396484,0.95,0.33,1.0,106
"What does the name ""Tamil Nadu"" mean in Tamil?",ta,tamil_nadu,Tamil Nadu,recursive,0.5772433876991272,1.0,0.33,1.0,106
"What does the name ""Tamil Nadu"" mean in Tamil?",ta,tamil_nadu,Tamil Nadu,semantic,0.5914548635482788,1.0,0.33,1.0,106
"What does the name ""Vijayanagara"" translate to in English?",ta,vijayanagara_empire,Vijayanagara Empire,fixed,0.8308359384536743,1.0,0.33,1.0,107
"What does the name ""Vijayanagara"" translate to in English?",ta,vijayanagara_empire,Vijayanagara Empire,recursive,0.8173860311508179,1.0,0.6666666667,1.0,107
"What does the name ""Vijayanagara"" translate to in English?",ta,vijayanagara_empire,Vijayanagara Empire,semantic,0.815259575843811,1.0,0.33,1.0,107
What is Mahatma Gandhi's full name and his birth and death dates?,ta,mahatma_gandhi,Mahatma Gandhi,fixed,0.7876254320144653,1.0,1.0,1.0,110
What is Mahatma Gandhi's full name and his birth and death dates?,ta,mahatma_gandhi,Mahatma Gandhi,recursive,0.7793939709663391,1.0,1.0,1.0,110
What is Mahatma Gandhi's full name and his birth and death dates?,ta,mahatma_gandhi,Mahatma Gandhi,semantic,0.7859112024307251,1.0,1.0,1.0,110
What is Tamil Nadu's rank by population among Indian states?,ta,tamil_nadu,Tamil Nadu,fixed,0.5894562602043152,0.4,0.67,1.0,112
What is Tamil Nadu's rank by population among Indian states?,ta,tamil_nadu,Tamil Nadu,recursive,0.588273823261261,0.9,0.6666666667,1.0,112
What is Tamil Nadu's rank by population among Indian states?,ta,tamil_nadu,Tamil Nadu,semantic,0.5790241956710815,1.0,0.6667,1.0,112
What is another name by which the Vijayanagara Empire was known?,ta,vijayanagara_empire,Vijayanagara Empire,fixed,0.7832536697387695,1.0,0.6667,1.0,113
What is another name by which the Vijayanagara Empire was known?,ta,vijayanagara_empire,Vijayanagara Empire,recursive,0.5935419201850891,1.0,0.67,1.0,113
What is another name by which the Vijayanagara Empire was known?,ta,vijayanagara_empire,Vijayanagara Empire,semantic,0.5402273535728455,1.0,0.6667,1.0,113
What is the capital city of Tamil Nadu?,ta,tamil_nadu,Tamil Nadu,fixed,0.4024336636066437,1.0,0.67,1.0,115
What is the capital city of Tamil Nadu?,ta,tamil_nadu,Tamil Nadu,recursive,0.4024336636066437,1.0,1.0,1.0,115
What is the capital city of Tamil Nadu?,ta,tamil_nadu,Tamil Nadu,semantic,0.4024336636066437,1.0,1.0,1.0,115
What is the estimated age of the Tamil classic Thirukkural?,ta,tamil_language,Tamil language,fixed,0.3048667311668396,0.0,0.0,0.0,116
What is the estimated age of the Tamil classic Thirukkural?,ta,tamil_language,Tamil language,recursive,0.3048667311668396,1.0,0.0,0.0,116
What is the estimated age of the Tamil classic Thirukkural?,ta,tamil_language,Tamil language,semantic,0.4452168345451355,1.0,0.33,1.0,116
What is the famous prasadam offered at this temple?,ta,meenakshi_amman_temple,Meenakshi Amman Temple,fixed,0.5476406216621399,1.0,0.33,1.0,117
What is the famous prasadam offered at this temple?,ta,meenakshi_amman_temple,Meenakshi Amman Temple,recursive,0.7448936700820923,1.0,0.6667,1.0,117
What is the famous prasadam offered at this temple?,ta,meenakshi_amman_temple,Meenakshi Amman Temple,semantic,0.7336369156837463,1.0,0.33,1.0,117
What is the length of the Western Ghats mountain range?,ta,western_ghats,Western Ghats,fixed,0.4497634768486023,1.0,0.33,1.0,120
What is the length of the Western Ghats mountain range?,ta,western_ghats,Western Ghats,recursive,0.7683868408203125,1.0,0.33,1.0,120
What is the length of the Western Ghats mountain range?,ta,western_ghats,Western Ghats,semantic,0.4475082755088806,1.0,0.33,1.0,120
What is the minimum elevation of some of the highest peaks in the Himalayas?,ta,himalayas,Himalayas,fixed,0.7277461290359497,1.0,0.33,1.0,121
What is the minimum elevation of some of the highest peaks in the Himalayas?,ta,himalayas,Himalayas,recursive,0.4419369697570801,1.0,0.0,0.0,121
What is the minimum elevation of some of the highest peaks in the Himalayas?,ta,himalayas,Himalayas,semantic,0.5909147262573242,0.5,0.3333333333,1.0,121
